48166367307,,cycles,10265324715,100.00,,
73894218457,,instructions,10265324715,100.00,1.53,insn per cycle
1147646980,,branch-misses,10265324715,100.00,,
130654,,LLC-load-misses,10265324715,100.00,,
7242,,LLC-store-misses,10265324715,100.00,,
10266018252,ns,duration_time,10266018252,100.00,,
48528346678,,cycles,10341770114,100.00,,
73894127072,,instructions,10341770114,100.00,1.52,insn per cycle
1149999824,,branch-misses,10341770114,100.00,,
130786,,LLC-load-misses,10341770114,100.00,,
5825,,LLC-store-misses,10341770114,100.00,,
10342265323,ns,duration_time,10342265323,100.00,,
48463697568,,cycles,10328426822,100.00,,
73894142484,,instructions,10328426822,100.00,1.52,insn per cycle
1149402227,,branch-misses,10328426822,100.00,,
188002,,LLC-load-misses,10328426822,100.00,,
6157,,LLC-store-misses,10328426822,100.00,,
10328830217,ns,duration_time,10328830217,100.00,,
