occurrences,unit,event,run_id,percent,additional_stat,additional_stat_description
54034772074,,cycles,11514743241,100.00,,
89824009914,,instructions,11514743241,100.00,1.66,insn per cycle
1199986788,,branch-misses,11514743241,100.00,,
68879,,LLC-load-misses,11514743241,100.00,,
4209,,LLC-store-misses,11514743241,100.00,,
11515126950,ns,duration_time,11515126950,100.00,,
53855728448,,cycles,11477484976,100.00,,
89822470006,,instructions,11477484976,100.00,1.67,insn per cycle
1199504577,,branch-misses,11477484976,100.00,,
116384,,LLC-load-misses,11477484976,100.00,,
7791,,LLC-store-misses,11477484976,100.00,,
11489090054,ns,duration_time,11489090054,100.00,,
53555022031,,cycles,11415320097,100.00,,
89820765264,,instructions,11415320097,100.00,1.68,insn per cycle
1196548606,,branch-misses,11415320097,100.00,,
121966,,LLC-load-misses,11415320097,100.00,,
7562,,LLC-store-misses,11415320097,100.00,,
11435678919,ns,duration_time,11435678919,100.00,,
54027807459,,cycles,11513873886,100.00,,
89821159358,,instructions,11513873886,100.00,1.66,insn per cycle
1199621757,,branch-misses,11513873886,100.00,,
85486,,LLC-load-misses,11513873886,100.00,,
7537,,LLC-store-misses,11513873886,100.00,,
11520173040,ns,duration_time,11520173040,100.00,,
54033624205,,cycles,11514881704,100.00,,
89820871014,,instructions,11514881704,100.00,1.66,insn per cycle
1198178126,,branch-misses,11514881704,100.00,,
91542,,LLC-load-misses,11514881704,100.00,,
6653,,LLC-store-misses,11514881704,100.00,,
11515565629,ns,duration_time,11515565629,100.00,,
