58388769975,,cycles,12444640383,100.00,,
90846626941,,instructions,12444640383,100.00,1.56,insn per cycle
1208577389,,branch-misses,12444640383,100.00,,
300783,,LLC-load-misses,12444640383,100.00,,
9519,,LLC-store-misses,12444640383,100.00,,
12445544323,ns,duration_time,12445544323,100.00,,
54478566368,,cycles,11609990138,100.00,,
90845633296,,instructions,11609990138,100.00,1.67,insn per cycle
1206579358,,branch-misses,11609990138,100.00,,
204389,,LLC-load-misses,11609990138,100.00,,
7236,,LLC-store-misses,11609990138,100.00,,
11610402703,ns,duration_time,11610402703,100.00,,
