occurrences,unit,event,run_id,percent,additional_stat,additional_stat_description
44095610207,,cycles,9397835475,100.00,,
65467202578,,instructions,9397835475,100.00,1.48,insn per cycle
1138063198,,branch-misses,9397835475,100.00,,
69984,,LLC-load-misses,9397835475,100.00,,
6028,,LLC-store-misses,9397835475,100.00,,
9407581690,ns,duration_time,9407581690,100.00,,
44083465897,,cycles,9395252184,100.00,,
65468271804,,instructions,9395252184,100.00,1.49,insn per cycle
1137074309,,branch-misses,9395252184,100.00,,
62433,,LLC-load-misses,9395252184,100.00,,
6932,,LLC-store-misses,9395252184,100.00,,
9404987914,ns,duration_time,9404987914,100.00,,
44132689882,,cycles,9405092170,100.00,,
65466438051,,instructions,9405092170,100.00,1.48,insn per cycle
1137912345,,branch-misses,9405092170,100.00,,
45673,,LLC-load-misses,9405092170,100.00,,
5845,,LLC-store-misses,9405092170,100.00,,
9406410677,ns,duration_time,9406410677,100.00,,
45294366719,,cycles,9652572561,100.00,,
65467805076,,instructions,9652572561,100.00,1.45,insn per cycle
1161400131,,branch-misses,9652572561,100.00,,
41402,,LLC-load-misses,9652572561,100.00,,
5825,,LLC-store-misses,9652572561,100.00,,
9652986053,ns,duration_time,9652986053,100.00,,
44974962663,,cycles,9584194281,100.00,,
65468011960,,instructions,9584194281,100.00,1.46,insn per cycle
1135013650,,branch-misses,9584194281,100.00,,
63351,,LLC-load-misses,9584194281,100.00,,
5933,,LLC-store-misses,9584194281,100.00,,
9585068459,ns,duration_time,9585068459,100.00,,
