48191781629,,cycles,10271267816,100.00,,
73895532154,,instructions,10271267816,100.00,1.53,insn per cycle
1149395848,,branch-misses,10271267816,100.00,,
245800,,LLC-load-misses,10271267816,100.00,,
8801,,LLC-store-misses,10271267816,100.00,,
10272300615,ns,duration_time,10272300615,100.00,,
48073132983,,cycles,10245231673,100.00,,
73895138283,,instructions,10245231673,100.00,1.54,insn per cycle
1147806140,,branch-misses,10245231673,100.00,,
189735,,LLC-load-misses,10245231673,100.00,,
7761,,LLC-store-misses,10245231673,100.00,,
10245782060,ns,duration_time,10245782060,100.00,,
