54163526509,,cycles,11549410565,100.00,,
89820081714,,instructions,11549410565,100.00,1.66,insn per cycle
1199009525,,branch-misses,11549410565,100.00,,
221188,,LLC-load-misses,11549410565,100.00,,
8680,,LLC-store-misses,11549410565,100.00,,
11550292517,ns,duration_time,11550292517,100.00,,
53706982758,,cycles,11445970550,100.00,,
89820889756,,instructions,11445970550,100.00,1.67,insn per cycle
1196854919,,branch-misses,11445970550,100.00,,
207218,,LLC-load-misses,11445970550,100.00,,
7632,,LLC-store-misses,11445970550,100.00,,
11446676073,ns,duration_time,11446676073,100.00,,
