47912468760,,cycles,10215189871,100.00,,
75793413745,,instructions,10215189871,100.00,1.58,insn per cycle
1134365891,,branch-misses,10215189871,100.00,,
280900,,LLC-load-misses,10215189871,100.00,,
8319,,LLC-store-misses,10215189871,100.00,,
10216313049,ns,duration_time,10216313049,100.00,,
48301244843,,cycles,10293643661,100.00,,
75793780082,,instructions,10293643661,100.00,1.57,insn per cycle
1135878387,,branch-misses,10293643661,100.00,,
179929,,LLC-load-misses,10293643661,100.00,,
7183,,LLC-store-misses,10293643661,100.00,,
10294092816,ns,duration_time,10294092816,100.00,,
